,title,year,lifetime_gross,ratingInteger,ratingCount,duration,nrOfWins,nrOfNominations,nrOfPhotos,nrOfNewsArticles,nrOfUserReviews,nrOfGenre,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Horror,Music,Musical,Mystery,News,RealityTV,Romance,SciFi,Short,Sport,TalkShow,Thriller,War,Western
435,THE DOORS,1991,34416893,7,56853,8400,0,0,38,6,194,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1151,OSCAR,1991,23562716,6,19551,6540,0,0,14,0,107,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1150,MY OWN PRIVATE IDAHO,1991,6401336,7,29976,6240,12,4,15,169,146,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
599,BUGSY,1991,49114016,7,18197,8160,16,24,30,205,61,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,THE LAST BOY SCOUT,1991,59509925,7,62616,6300,0,0,30,261,135,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1146,HUDSON HAWK,1991,17218080,6,37276,6000,3,4,30,71,235,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1145,THE FISHER KING,1991,41895491,8,48343,8220,16,20,21,274,146,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1143,CLASS ACTION,1991,24277858,6,4376,6600,0,0,8,20,22,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1153,PROBLEM CHILD 2,1991,25104700,4,14254,5400,0,0,9,12,76,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,DEAD AGAIN,1991,38016380,7,19121,6420,1,4,17,48,103,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2927,A RIVER RUNS THROUGH IT,1992,43440294,7,34265,7380,4,6,59,132,123,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2925,PRELUDE TO A KISS,1992,20006730,6,5810,6300,0,0,13,36,34,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2913,HONEYMOON IN VEGAS,1992,35208854,6,12746,5760,0,1,36,54,42,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2921,OUT ON A LIMB,1992,1659542,5,1199,5580,1,0,9,2,13,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2923,THE PLAYER,1992,21706101,8,35469,7440,31,12,47,156,135,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2924,POISON IVY,1992,1829804,5,11569,5400,0,0,15,37,60,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2929,SINGLES,1992,18471850,7,19369,5940,0,0,19,103,77,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2928,SINGLE WHITE FEMALE,1992,48017402,6,20251,6420,1,1,21,323,75,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1148,A MIDNIGHT CLEAR,1992,1526697,7,6332,6480,0,0,4,17,75,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2930,SISTER ACT,1992,139605150,6,50964,6000,7,5,25,189,91,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2931,STOP! OR MY MOM WILL SHOOT,1992,28411210,4,27016,5220,3,0,8,3,61,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2932,TOYS,1992,23278931,5,22986,7080,0,9,27,88,144,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,SNEAKERS,1992,51432691,7,38270,7560,0,0,29,67,106,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2926,RAISING CAIN,1992,21370057,6,8330,5460,0,0,25,30,73,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2908,FINAL ANALYSIS,1992,28590665,6,9272,7440,0,0,23,14,45,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2904,DEATH BECOMES HER,1992,58422650,6,64312,6240,4,11,38,163,160,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2909,FOREVER YOUNG,1992,55956187,6,30081,6120,0,0,32,165,49,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2934,WHITE MEN CAN'T JUMP,1992,76253806,7,47665,6900,0,0,24,71,63,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
304,SCENT OF A WOMAN,1992,63095253,8,151964,9420,6,9,44,160,287,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2900,BAD LIEUTENANT,1992,2000022,7,24459,5760,3,3,24,237,166,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1175,UNIVERSAL SOLDIER,1992,36299898,6,57663,6120,0,0,41,355,112,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2891,ONE FALSE MOVE,1992,1543112,7,6036,6300,8,8,17,84,61,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2912,HOME ALONE 2: LOST IN NEW YORK,1992,173585516,6,136108,7200,3,2,36,79,173,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1176,WATERLAND,1992,1100218,7,1578,5700,1,0,3,10,18,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2911,HELLRAISER III: HELL ON EARTH,1992,12534961,5,16170,5580,1,6,11,16,136,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1177,WAYNE'S WORLD,1992,121697323,7,88937,5640,3,3,37,330,160,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2910,THE HAND THAT ROCKS THE CRADLE,1992,88036683,7,24501,6600,5,6,23,171,99,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2901,THE BODYGUARD,1992,122006740,6,71119,7740,10,18,55,501,121,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2903,CANDYMAN,1992,25792310,7,43072,5940,5,7,26,474,206,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
384,THE BABE,1992,17530973,6,6558,6900,0,0,6,9,45,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2907,FERNGULLY: THE LAST RAINFOREST,1992,24650296,6,16715,4560,3,1,29,32,65,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2906,DR. GIGGLES,1992,8403433,5,3659,5700,1,1,21,31,74,3,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2905,THE DISTINGUISHED GENTLEMAN,1992,46666502,6,10090,6720,4,0,8,11,46,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2933,UNDER SIEGE,1992,83563139,6,51055,6180,2,1,38,294,166,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2914,HOWARDS END,1992,26126837,8,18383,8400,28,31,24,142,82,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2902,BOOMERANG,1992,70052444,5,16737,7020,1,4,21,76,38,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
173,A FEW GOOD MEN,1992,141340178,8,145459,8280,9,15,55,412,299,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1173,SCHOOL TIES,1992,14715067,7,14879,6360,0,0,10,55,73,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1166,HUSBANDS AND WIVES,1992,10555619,8,16956,6480,12,5,11,157,69,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2917,MEDICINE MAN,1992,45500797,6,15233,6360,0,0,13,2,53,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1165,HONEY I BLEW UP THE KID,1992,58662452,5,25514,5340,0,0,14,2,46,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1163,FAR AND AWAY,1992,58883840,7,39264,8400,0,0,35,97,92,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1161,CAPTAIN RON,1992,22518097,6,14560,5400,0,0,11,10,70,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1160,BOB ROBERTS,1992,4479470,7,10452,6120,5,1,12,26,93,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1159,BEETHOVEN,1992,57114049,5,36334,5220,1,4,31,70,50,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,TWIN PEAKS: FIRE WALK WITH ME,1992,4160851,7,39735,8100,3,6,16,89,214,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1162,THE CUTTING EDGE,1992,25105517,7,13429,6060,0,0,17,79,126,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1157,1492: CONQUEST OF PARADISE,1992,7191399,6,18765,9240,0,1,30,0,78,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723,PATRIOT GAMES,1992,83351587,7,65361,7020,1,2,51,532,127,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1168,A LEAGUE OF THEIR OWN,1992,107533928,7,57804,7680,6,5,67,344,147,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1158,BATMAN RETURNS,1992,162831698,7,164843,7560,2,13,57,849,560,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1169,THE MUPPET CHRISTMAS CAROL,1992,27281507,8,26423,5100,1,0,30,134,137,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2918,MEMOIRS OF AN INVISIBLE MAN,1992,14358033,6,14473,5940,0,0,12,29,57,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
65,UNFORGIVEN,1992,101157447,8,205938,7860,40,20,67,568,453,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
393,ALADDIN,1992,217350219,8,176939,5400,24,15,34,337,212,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,THE CRYING GAME,1992,62548947,7,35152,6720,27,24,18,388,135,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
64,RESERVOIR DOGS,1992,2832029,8,454684,5940,11,9,72,1603,855,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
535,CHAPLIN,1992,9493259,8,34016,8580,3,11,63,6,114,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,GLENGARRY GLEN ROSS,1992,10725228,8,59740,6000,5,5,27,376,352,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,LETHAL WEAPON 3,1992,144731527,7,103163,7080,3,4,52,42,131,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
597,HOFFA,1992,24276506,7,14629,8400,2,4,7,33,62,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1167,INNOCENT BLOOD,1992,4943279,6,6492,6720,0,0,17,34,70,3,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2920,NEWSIES,1992,2819485,7,13895,7260,1,5,27,170,239,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1170,MY COUSIN VINNY,1992,52929168,8,68772,7200,3,2,18,204,188,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1164,GLADIATOR,1992,9223441,6,5646,6060,0,0,22,33,30,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2915,THE LAST OF THE MOHICANS,1992,75505856,8,91664,6720,5,12,42,165,365,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2919,THE MIGHTY DUCKS,1992,50752337,6,34934,6000,0,0,24,139,41,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2916,THE LAWNMOWER MAN,1992,32100816,5,24187,6420,0,0,37,66,90,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1171,NIGHT AND THE CITY,1992,6202756,6,3208,6300,0,0,12,6,30,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2922,PASSENGER 57,1992,44065653,6,30868,5040,0,0,39,91,92,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
416,MALCOLM X,1992,48169910,8,50885,12120,19,8,38,309,125,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,BASIC INSTINCT,1992,117727224,7,105371,7620,5,16,43,935,266,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1180,THE DARK HALF,1993,10611160,6,9795,7320,3,4,25,55,63,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1185,ERNEST RIDES AGAIN,1993,1450029,5,1356,5760,0,0,0,0,17,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2956,MADE IN AMERICA,1993,44942695,5,10418,6660,0,0,19,209,23,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1184,DRAGON: THE BRUCE LEE STORY,1993,35113743,7,17858,7200,1,2,19,42,84,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1182,DAZED AND CONFUSED,1993,7993039,8,89248,6120,0,0,24,792,371,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1187,THE FIRM,1993,158348367,7,69767,9240,2,4,32,283,126,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1186,FATAL INSTINCT,1993,7839327,6,4752,5460,0,0,15,2,45,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1179,CLIFFHANGER,1993,84049211,6,76537,6720,1,7,57,281,154,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1188,FREE WILLY,1993,77698625,6,38323,6720,7,2,43,193,50,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,RUDY,1993,22750363,8,33458,6840,2,1,23,118,146,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1183,DENNIS THE MENACE,1993,51270765,5,33995,5640,3,2,26,111,51,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1193,LEPRECHAUN,1993,8556940,5,13434,5520,0,0,18,226,149,3,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
251,A BRONX TALE,1993,17287898,8,78459,7260,1,2,31,86,176,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,MATINEE,1993,9532895,7,5431,5940,1,0,17,78,51,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1190,HOMEWARD BOUND: THE INCREDIBLE JOURNEY,1993,41833324,7,25856,5040,0,0,37,19,68,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2954,LOOK WHO'S TALKING NOW!,1993,10340263,4,19313,5760,0,0,32,8,28,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1191,IN THE LINE OF FIRE,1993,102314823,7,62255,7680,2,11,36,207,128,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2980,THE WAR ROOM,1993,901668,7,2387,5760,5,0,12,112,19,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1194,MALICE,1993,46405336,6,15413,6420,2,0,17,48,85,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1178,THE BEVERLY HILLBILLIES,1993,44029386,5,12151,5520,0,0,7,6,59,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2953,KING OF THE HILL,1993,1214231,8,4823,6180,1,6,4,35,42,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2940,BEETHOVEN'S 2ND,1993,53443066,5,14959,5340,0,4,49,9,27,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
265,CARLITO'S WAY,1993,36948322,8,132330,8640,1,2,55,114,263,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1192,LAST ACTION HERO,1993,50016394,6,86277,7800,1,14,33,228,245,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1197,MENACE II SOCIETY,1993,27912072,8,31608,5820,2,2,33,141,89,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2977,SWING KIDS,1993,5632086,7,11927,6720,1,1,23,23,102,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1189,THE FUGITIVE,1993,183875760,8,177341,7800,12,23,56,418,252,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2943,COOL RUNNINGS,1993,68856263,7,57395,5880,2,2,29,151,86,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1181,DAVE,1993,63270710,7,35314,6600,2,4,42,25,110,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2941,BOXING HELENA,1993,1796389,4,8389,6420,1,1,8,177,111,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2939,THE BALLAD OF LITTLE JO,1993,543091,7,1074,7260,0,0,12,4,23,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2937,THE AGE OF INNOCENCE,1993,32255440,7,29931,8340,18,18,79,163,147,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2936,THE ADVENTURES OF HUCK FINN,1993,24103594,6,5640,6480,0,0,22,2,54,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2942,CONEHEADS,1993,21274717,5,36107,5280,0,0,11,41,65,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2944,DEMOLITION MAN,1993,58055768,7,98796,6900,1,5,35,281,193,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
178,TRUE ROMANCE,1993,12281551,8,130834,7200,1,6,39,921,424,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2955,MAD DOG AND GLORY,1993,11081586,6,14863,5820,0,0,32,21,55,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2935,ADDAMS FAMILY VALUES,1993,48919043,7,44622,5640,3,9,40,97,112,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2946,GRUMPY OLD MEN,1993,70172621,7,29908,6180,1,0,36,130,74,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2947,HARD TARGET,1993,32589677,6,28974,5820,1,5,38,85,165,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2948,HOT SHOTS! PART DEUX,1993,38922972,7,52759,5160,1,0,21,0,92,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2949,HOUSEHOLD SAINTS,1993,712418,7,715,7440,1,2,4,5,16,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2950,INDECENT PROPOSAL,1993,106614059,6,38585,7020,6,6,43,158,105,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
577,FALLING DOWN,1993,40903593,8,111160,6780,1,2,28,288,356,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2951,THE JOY LUCK CLUB,1993,32901136,8,11501,8340,3,4,18,86,95,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2952,KALIFORNIA,1993,2395231,7,36057,7020,4,4,37,59,145,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
183,TOMBSTONE,1993,56505065,8,75804,7800,0,0,50,294,423,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2945,GERONIMO: AN AMERICAN LEGEND,1993,18635620,6,5654,6900,1,1,39,9,46,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
177,MRS. DOUBTFIRE,1993,219195243,7,124836,7500,9,6,38,363,204,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,FIRE IN THE SKY,1993,19885552,7,12444,6540,0,0,12,68,85,3,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1208,SLEEPLESS IN SEATTLE,1993,126680884,7,98224,6300,4,10,73,504,207,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2957,THE MAN WITHOUT A FACE,1993,24760338,7,19276,6900,0,0,20,32,84,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2972,SISTER ACT 2: BACK IN THE HABIT,1993,57319029,5,29158,6420,1,2,3,25,78,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2960,NAKED,1993,1769305,8,18510,7860,10,4,7,107,112,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2961,NEEDFUL THINGS,1993,15185672,6,13533,7200,1,5,15,28,75,3,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2962,NOWHERE TO RUN,1993,22189039,5,13730,5640,0,0,31,38,49,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2963,ONCE UPON A FOREST,1993,6582052,7,3134,4260,1,1,16,4,27,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2964,A PERFECT WORLD,1993,31130999,8,48161,8280,0,0,29,93,118,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2965,POETIC JUSTICE,1993,27515786,6,6679,6540,4,4,7,92,29,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2976,SO I MARRIED AN AXE MURDERER,1993,11585483,6,24823,5580,0,0,33,68,114,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2966,POINT OF NO RETURN,1993,30038362,6,17773,6540,0,0,28,110,111,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
307,PHILADELPHIA,1993,77446440,8,143684,7500,11,14,58,670,236,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2967,THE REAL MCCOY,1993,6484246,5,5936,6300,0,0,6,8,12,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,WHAT'S EATING GILBERT GRAPE,1993,10032765,8,133918,7080,7,1,22,160,266,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2974,SLIVER,1993,36300000,5,19150,6480,1,9,10,35,67,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2969,ROBOCOP 3,1993,10696210,4,27327,6240,0,0,44,8,173,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1198,MUCH ADO ABOUT NOTHING,1993,22549338,8,31993,6660,5,6,51,562,156,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2975,SNIPER,1993,18994653,6,17249,5880,0,0,19,22,48,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
